instance_id predicted_score
2475218615076601065 0.0097167
398316874173557226 0.023528846
6586402638209028583 0.022937303
1040996105851528465 0.021751398
6316278569655873454 0.023319554
868158305045921978 0.02094803
5713520501786699854 0.018099904
932945015407923184 0.012208322
1919197847086752313 0.013213883
304887065966615346 0.011859596
3282556850371665 0.010098721
8829646398295427742 0.01646256
3177704368658581090 0.008591482
331811904131229654 0.021126132
1529584165704680903 0.030886983
410957802501821801 0.034667518
7858701120525579871 0.035109237
1007593432911733192 0.043097474
6933421324008829721 0.033536747
949601458836318592 0.02019676
1204371563787795352 0.021313684
6697124581068234934 0.009743928
7458626674337135052 0.00657185
6451011837344535814 0.005906448
4970342844069330588 0.010352605
1311037283502827477 0.00748278
5367830782177104937 0.007263734
130085071580390177 0.006036119
5277248246761080968 0.0062433267
8248237544078109435 0.010040991
8160495387552112248 0.006964788
4990633888389156703 0.010713501
5367915129338412746 0.00657185
7166315717760973347 0.009392448
3922408194130789536 0.0052958005
3198031054131887410 0.0057068514
8381639851093431264 0.011565708
4196377277000518389 0.017658114
7216665137006358861 0.006681135
7657988882068327631 0.009276147
6580538684502645403 0.012834704
8285962653536984730 0.015373026
667595007626814688 0.007946192
794637447406319981 0.011830027
1667489879796904413 0.006211589
7581478598841084967 0.006545051
272473116112748683 0.005583194
7616847274036607679 0.0042710095
3090692985891227788 0.012808438
1497475395995941288 0.008717032
441294948945551728 0.009276147
3856621171799337440 0.0063885176
7233013970386906908 0.009822836
7782462939020585759 0.008828137
7819341218876328892 0.011905662
8768374492722589767 0.0049921745
7699672123093034935 0.0079604285
3105846136880438244 0.0060454616
6362992075498435257 0.005562405
4633007087835435834 0.008392972
3278116017102114132 0.008053233
5363866899442970684 0.0045971093
4763880063818181026 0.01231663
6499417853689436305 0.008461991
8825197220275291270 0.01036218
1702555588196061071 0.010199653
6579068549138521196 0.006403724
6993939747206748437 0.012161654
6426886544329476252 0.009868401
7860426862982048754 0.007969738
2527297114841298382 0.011652819
7933313760459159869 0.008058168
75469955133175158 0.006098744
7906499375892573021 0.0049778796
297206904225842053 0.0077440045
1277202590313089835 0.0069422796
1897838256899211077 0.0071348166
6554880088483459971 0.009868401
6235346144393008382 0.009030886
4934006048075874133 0.005617753
3434477093176970312 0.0062091583
872629453371620942 0.009518736
6562540679725413333 0.0058860527
2549347096994045410 0.0069204494
4114531809002228993 0.014177936
6947254775144460887 0.008905645
4193769699798080591 0.008371637
4299012801018800018 0.005418382
4659062641181513784 0.007899589
5574367751937642699 0.01112699
6074037798572199156 0.012146512
8024877078089305183 0.009512776
3576745609723701102 0.010360424
4387536418119078860 0.0060352325
59596392243977340 0.004933695
2091354043474870892 0.008782467
3966382312694618857 0.012137247
7472760435899602494 0.0063212016
3198557291404155567 0.006241188
1340012448531949213 0.0055312496
8830478013318984291 0.0046775583
4750788892877807074 0.0056507513
4489273316708706518 0.008911026
8244650590101261901 0.010465767
4858740570621533413 0.005349735
6574836078618592522 0.0049111675
8043823938478133928 0.0116665
5560933328574734864 0.009359581
3709060275784363998 0.007951471
6202485565760628927 0.005064081
3941947698604231411 0.008947277
1980180280733366382 0.009673414
7710765171626200752 0.005364922
5824318658173462176 0.006211589
5243054028010204447 0.010024004
1143993040051443911 0.009261115
2037772651107598845 0.008147257
7470734154246698497 0.0068350644
2523181996580848656 0.0067482456
8452022941451037435 0.010056062
927504634826570733 0.0046742074
2597805510581801545 0.0049104122
2499080841153987519 0.009363203
163807825264653896 0.006271994
2502678713837987982 0.0069258916
1526151713017037622 0.009030985
1768216870621739659 0.009159075
817331509321550604 0.013356473
6686667053967253376 0.012481075
5299583121790369228 0.0063639325
5585024284234417351 0.013904751
1604976632639851313 0.008512212
1041212349975192991 0.004987906
802918703517012152 0.008628504
6909182353626620470 0.010872709
1874783208062455148 0.008658667
590370581953806675 0.0056562303
4357489829777680958 0.008288353
252205590979964157 0.007953465
3855377415648680657 0.0077440045
9108564362830696742 0.0112619465
5559112022764482380 0.008292147
1632910180343132894 0.007519074
6793829579549371789 0.005801096
1118128856472657337 0.0055369656
2892060938155506223 0.007841378
8614041918260246627 0.0055386936
6465962103228301432 0.0044273376
7162492013828731916 0.009868401
3597080532065967562 0.007037076
150665717183815588 0.0072547235
978380972294888193 0.008210202
1628582540909746198 0.006642692
4855790075544650290 0.008000693
5824427867272718879 0.015458414
6637749344029336154 0.008053233
5638585955963471374 0.008640721
689702222580461167 0.008782467
3222299540246685987 0.005670865
497750118749498574 0.013113913
4361351848384171826 0.0069369497
7095196713120733301 0.0057081208
9070603282890863831 0.0056264675
7570581289817443520 0.011118625
5934094750253721488 0.008640721
4080549666881243161 0.0065566474
7937668249803376288 0.009127474
4637321447308132034 0.0069400216
1051706390360657392 0.010550106
4046686032838439408 0.013999236
6426031625233383026 0.009392448
1144757588802408786 0.008292147
752871749676732302 0.005560182
707195829135838640 0.008154305
6638058534747252341 0.0058383937
1591541525439583589 0.010920406
1660171724814619586 0.007071833
7380895196770915260 0.0069921645
5765180010537240279 0.010111852
7068436688681612577 0.007377794
554640564336554951 0.009432021
5210865229093277784 0.010199653
4785810926315849846 0.0069449227
5820784656553166993 0.009432021
3159394666949013441 0.010262609
7322218457361281297 0.008048352
1408926125990985945 0.008583002
3757297540218526951 0.0062974794
7520090641248405891 0.0054515987
5681246312039595291 0.004727712
1770051250325451069 0.0045494055
8997413063773025769 0.009002221
330438176527452904 0.012455049
952160001342209502 0.009462905
6001454270979878025 0.007464543
40630695208299305 0.010914052
3588408398527521348 0.005657904
2685807743120227644 0.010198465
1085236130082664956 0.009037141
5405622459570337603 0.009276147
6315966158230216191 0.008583002
7140978143590643250 0.010047752
1055093903216443270 0.007899589
3266085900189404148 0.008144161
8590522348731767810 0.00714983
6908604673435750169 0.010885084
1319661609265787621 0.0058608525
8894869536371650579 0.010612734
9073816585664844523 0.0073297247
7410485215645386702 0.010907955
5367412486641623667 0.010237358
3198240276389281973 0.0065647596
450375172429917857 0.008454257
7409810392326809188 0.005540393
708987489210376944 0.007946883
7437592852539672905 0.010034125
6129927788749372680 0.007389008
8293363802098634897 0.0065008346
7782235126197081362 0.0071504223
4102843575945602576 0.00535798
4864209340680989811 0.0060172672
6860608093428429497 0.008459871
236813337416423845 0.008652923
6145643282019700496 0.010222087
1089590273502369586 0.011616409
6329388802475021597 0.008640721
4646108470826445676 0.00681638
2319205452133766749 0.009462905
46689156449966150 0.0072938716
9058411325778274360 0.007345622
8351547290757816383 0.010210023
3195686240835722971 0.007966769
7795446648418432588 0.008492175
6361870417784079013 0.0061093206
5620326590932616712 0.0059521804
271464928774061634 0.0066440953
6096750866784773522 0.0047868593
7464853711228953241 0.0035859835
4592215779835695265 0.006211589
3058678764953619348 0.005119356
7094087069206466771 0.009868401
8166579658848895366 0.011613848
3173997295549135854 0.008417422
5032628272141697498 0.006170682
7033088282123380536 0.009333374
1210370892230527014 0.009462905
1770770948056631960 0.01143307
3365526239618415355 0.0069493046
1801200120827351051 0.007951471
7107414466396627330 0.0071684946
2213616918207539241 0.007899589
1107376435582030427 0.0064057996
6089284985129596482 0.008381207
6946445349007381961 0.005580706
379652831290144002 0.013100442
5336074499530127400 0.009027251
3091859244727421555 0.0072754165
3247239833419978838 0.007953465
5939806055887981901 0.005457706
7508523641023606333 0.0054460145
8614074607955180837 0.00625025
545383426866849302 0.008224694
7901397012842035844 0.0062364223
7433161595507622639 0.0067804134
7382526332994710926 0.008417422
5760909670575165001 0.011206416
2590613204124104202 0.0047416566
7221912933562867104 0.008223488
4928014590520987706 0.009278032
2475028250147731496 0.0064518275
8852357679545738448 0.01824502
965455596223993328 0.0058157207
7058337781116138242 0.0044252784
5965339779914200353 0.008664772
4221172526564239999 0.010670593
8743438152416145478 0.013427485
5554908991155060284 0.007951471
4740551411681546010 0.009798994
7432933446578064762 0.009359581
694339591967582805 0.010356005
8067944371809270495 0.0054515987
1718106026657213833 0.009359581
2510874517996413745 0.0073321257
5454468334913173043 0.005229506
8907543397538166800 0.007953465
4431440529428665419 0.0075803394
8154296304592589655 0.0055411314
733927648594546290 0.009840601
6474036985553896965 0.009835329
8778224102888131351 0.004504855
7334527584561627850 0.0058491067
8853741488101513116 0.009550257
227619089745165947 0.009743928
2974779339415373342 0.009035159
6413562105117182334 0.006424702
1589820092160651528 0.006211589
261777973128659612 0.007913167
1442808840751611751 0.0064934664
6313494894473831740 0.007111466
4895854386310452959 0.0057023074
1143848776206535486 0.00890169
7821890757367244411 0.008288353
7476651852897284341 0.008808552
2096863617468989518 0.007407125
4251279111434655682 0.006341235
8723798675920910871 0.006980005
6313127633792886375 0.008454992
999659482163793223 0.0050521665
4842673476390331452 0.008377419
8748602439653104391 0.009993538
3232442887525643880 0.0047409544
1477974245810571001 0.006549706
3825350185835765418 0.0059521804
3574849079888224142 0.007843292
3641712006607946493 0.008894769
2319148235210584542 0.00855535
7176611861264730896 0.0065121166
7273672031287799948 0.008894769
1359940797580124787 0.0059718406
8536630793936805679 0.011010683
1880352118384086075 0.0063433805
8536609747271829418 0.0059501156
963089286974699980 0.010199653
1454424040570396556 0.007056387
744013461545940465 0.008417422
8519649213962590069 0.009149784
6723735878412815978 0.0057657626
4577614494635992868 0.009150329
4571012134059071049 0.009842604
3791842164776249403 0.0060172672
2045998204880640324 0.0064898217
5052495988752388400 0.0065926285
4405636244411148307 0.013100442
4776742343230357207 0.008643958
1210139528085356394 0.007320723
3050701187325999691 0.013222007
4349409028756643101 0.0070569958
8907855592996359065 0.0057653855
7343885221603634858 0.0066344254
9060153040272906655 0.009868401
8367319851187797618 0.0076866075
1740681295988045647 0.0061640507
4992740150155719384 0.008430542
8446424618300021064 0.005284902
2986036704257120259 0.00859561
1607102758301709276 0.01361228
8851925859311716946 0.007059402
6260636469632605344 0.008000693
8269745254365565671 0.010653958
4999111545309331134 0.007405685
3307038590835580737 0.0067804134
6406341608194937923 0.003661643
293780353467622584 0.007825068
7442831487313185600 0.005999457
4655727046211932397 0.009574585
5763479506686262916 0.009868401
9089992500858738048 0.007966769
7941353106849350713 0.009450028
8126203603960645537 0.008583002
7190482987099367988 0.007911554
4897811980014007364 0.0074267555
5693395360123500221 0.0074738003
4156505035146650654 0.0076191477
3008713158968184435 0.0049187634
7413892138117189811 0.007678199
1565268532035181308 0.008508997
3498185328799080141 0.008600797
3884838097051789359 0.015373026
1374587291582363967 0.010199653
6322400472212148981 0.012418275
1858380781022112688 0.007489784
1931983148478700186 0.010664237
9067822681118475112 0.0057072816
3968684786837270853 0.005299157
7826695588054135018 0.012935734
8263566291500049306 0.009121512
4331694243864036405 0.0049187355
874777353350667888 0.0087107755
1064384189380036920 0.008978124
1696388353674769884 0.0054345024
4941956999315118788 0.009365892
701596217860874335 0.00676743
3458807757115021328 0.006782116
4054901826458532415 0.0069037173
2514798691952247958 0.0043851896
4928479990798827949 0.0073073218
3735231756536098239 0.0072874045
8030214382036745600 0.009640806
5553358960862242104 0.010071044
5945720622634846258 0.005538851
7370303331577908588 0.009363203
5510076663031338483 0.0071916566
1753796059854015558 0.0057023074
7026072407894441266 0.009533078
6075982591684705797 0.0066033644
736752335425402357 0.010452132
7000373906752151089 0.007951471
4849113910928851917 0.005657904
3452967512118929821 0.006910511
2200709323954487135 0.007811567
4778680899490578716 0.008725132
1570719335259239041 0.006782116
1534195041539362874 0.007049762
7550601133132550458 0.008894769
3737231766433875650 0.008053233
6217623003167941866 0.008712163
8405273933262266728 0.0068324595
4830862719037084863 0.006064063
6943471606283590070 0.010470642
6616619242807466295 0.004733695
1357311839636254386 0.00567051
5810748436745881508 0.0072874045
4311548316788314281 0.0070644342
5867990719655019137 0.009813241
3583370505533651495 0.0059468024
3347643792125684003 0.00802577
1686218252839494378 0.007270235
2870937499088415370 0.004944538
8533173473120574521 0.0064455094
912880647279198383 0.0060172672
1050360441628598586 0.0068357703
5094816547617677431 0.00565482
219898380753495642 0.00903483
1820663155218593002 0.007613831
6455754620017550996 0.00858359
5786642549286809513 0.006698296
4198100966527571559 0.0077765654
4048231997759758713 0.0073545347
2550693418273290757 0.009276147
7740978704737016617 0.0047264486
8086972568956139709 0.012161654
6694304780623819024 0.0062163654
8651429370778930404 0.0070520723
9097433751146168986 0.0066501247
52214562439752942 0.007406109
462010074370246101 0.008324332
654697553143974664 0.008643958
6019776351475374745 0.010893703
989573051057467580 0.0076583265
5700878186842118071 0.005929824
8375763577128765783 0.0066955932
7285031570611510992 0.012303267
6460147318122737465 0.006673535
2407854110039247357 0.01427374
1157634970520031241 0.008399817
6879692683849866490 0.0075315423
7938975535784832650 0.009295466
573879347257731156 0.010583178
4212812295257415655 0.008512212
2981054592321469849 0.008801565
1205352476362273424 0.008018925
1119114016649529660 0.007420224
8453467281802343696 0.007270235
5899998891508104997 0.0073566935
7617680474975162922 0.010587858
7828039774402430602 0.01635466
1422706312400689216 0.011016438
4532726599526062763 0.0062957373
1247693758287530482 0.008009709
6992442898856403156 0.008583002
5805677488264144215 0.010811374
8925606992558135222 0.009868401
5192288027914339819 0.006545051
2827185239454057766 0.0077313636
549695153720110738 0.010370882
50060587240031950 0.007811567
341987275456355942 0.005100641
2944895525839185253 0.008568083
3855796957054827520 0.008894769
1431265763365021435 0.010986819
4585352109460172502 0.008782467
7329648326049819896 0.007615345
7962963140276122776 0.0076839896
1117000623081550223 0.007312
5672469633587645992 0.0076548844
